wn_synset	babelnet_id	pos	lemmata	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:00271155n	bn:00040447n	n	gig	a booking for musicians	0.682	11	9	YES
wn:07055805n	bn:00040453n	n	jig, gigue	music in three-four time for dancing a jig	0.601	2	6	YES
wn:07278365n	bn:00040462n	n	Gilbert_and_Sullivan	the music of Gilbert and Sullivan	0.451	1	5	NO
wn:11271720n	bn:00040482n	n	Rossini, Giloacchino_Antonio_Rossini	Italian composer remembered for his operas (1792-1868)	0.459	12	8	NO
wn:11221268n	bn:00040524n	n	Palestrina, Giovanni_Pierluigi_da_Palestrina	Italian composer (1526-1594)	0.467	12	8	NO
wn:11001422n	bn:00040554n	n	Gish, Lillian_Gish	United States film actress who appeared in films by D. W. Griffith (1896-1993)	0.19	12	8	NO
wn:11363020n	bn:00040560n	n	Verdi, Giuseppe_Verdi, Guiseppe_Fortunino_Francesco_Verdi	Italian operatic composer (1813-1901)	0.382	12	8	NO
wn:03439260n	bn:00040623n	n	glassworks	a workplace where glass is made	0.552	11	7	NO
wn:08229605n	bn:00040647n	n	glee_club	a club organized to sing together	0.2	9	7	YES
wn:11002422n	bn:00040668n	n	Glinka, Mikhail_Glinka, Mikhail_Ivanovich_Glinka	Russian composer (1804-1857)	0.409	12	8	NO
wn:06857122n	bn:00040676n	n	glissando	a rapid series of ascending or descending notes on the musical scale	0.726	2	6	YES
wn:03440682n	bn:00040696n	n	glockenspiel, orchestral_bells	a percussion instrument consisting of a set of graduated metal bars mounted on a frame and played with small hammers	0.718	13	9	YES
wn:10134282n	bn:00040869n	n	gobbler	a hasty eater who swallows large mouthfuls	0.333	11	7	NO
wn:07052700n	bn:00040980n	n	oldie, golden_oldie	a song that was formerly popular	1.0	3	7	YES
wn:10561613n	bn:00041133n	n	scoffer, gorger	someone who eats food rapidly and greedily	0.5	11	7	NO
wn:07061334n	bn:00041147n	n	gospel, gospel_singing	folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul)	0.529	4	7	YES
wn:06372925n	bn:00041169n	n	Gotterdammerung, Ragnarok, Twilight_of_the_Gods	myth about the ultimate destruction of the gods in a battle with evil	0.608	9	9	NO
wn:07033433n	bn:00041253n	n	gradual	(Roman Catholic Church) an antiphon (usually from the Book of Psalms) immediately after the epistle at Mass	0.194	4	7	YES
wn:07026827n	bn:00041338n	n	grand_opera	opera in which all the text is sung	1.0	4	7	YES
wn:05860869n	bn:00041345n	n	grand_total	the sum of the sums of several groups of numbers	0.5	11	9	NO
wn:10143371n	bn:00041366n	n	grandstander	someone who performs with an eye to the applause from spectators in the grandstand	0.333	12	8	NO
wn:11012042n	bn:00041426n	n	Grappelli, Stephane_Grappelli	French jazz violinist (1908-1997)	0.602	12	8	NO
wn:07384244n	bn:00041458n	n	grate	a harsh rasping sound made by scraping something	0.333	9	7	YES
wn:02192252n	bn:00041702n	n	greenbottle, greenbottle_fly	blowfly with brilliant coppery green body	0.333	17	13	NO
wn:07035153n	bn:00041748n	n	plainsong, plainchant, Gregorian_chant	a liturgical chant of the Roman Catholic Church	0.244	5	8	YES
wn:14498843n	bn:00041802n	n	griminess, grubbiness	the state of being grimy	0.5	9	7	NO
wn:07384344n	bn:00041815n	n	grinding	a harsh and strident sound (as of the grinding of gears)	0.25	9	7	YES
wn:07032426n	bn:00041892n	n	ground_bass	a short melody in the bass that is constantly repeated	0.871	4	8	YES
wn:10148991n	bn:00041957n	n	groupie	an enthusiastic young fan (especially a young woman who follows rock groups around)	0.82	10	6	YES
wn:07392483n	bn:00041998n	n	rumble, rumbling, grumble, grumbling	a loud low dull continuous noise	0.357	9	7	YES
wn:07384614n	bn:00042002n	n	grunt, oink	the short low gruff noise of the kind made by hogs	0.333	9	7	YES
wn:03465500n	bn:00042067n	n	Guarnerius	a violin made by a member of the Guarneri family	0.5	15	11	YES
wn:10741821n	bn:00042104n	n	usher, guide	someone employed to conduct others	0.571	12	8	NO
wn:03467517n	bn:00042150n	n	guitar	a stringed instrument usually having six strings; played by strumming or plucking	0.484	13	9	YES
wn:03467796n	bn:00042151n	n	guitar_pick	a plectrum used to pluck a guitar	0.373	12	8	YES
wn:10151760n	bn:00042152n	n	guitarist, guitar_player	a musician who plays the guitar	0.865	11	7	YES
wn:11149630n	bn:00042278n	n	Mahler, Gustav_Mahler	Austrian composer and conductor (1860-1911)	0.53	12	8	NO
wn:11020721n	bn:00042290n	n	Guthrie, Woody_Guthrie, Woodrow_Wilson_Guthrie	United States folk singer and songwriter (1912-1967)	0.434	13	9	NO
wn:07055612n	bn:00042387n	n	habanera	music composed in duple time for dancing the habanera	0.583	2	6	YES
wn:06870965n	bn:00042637n	n	half_rest	a musical rest having the time value of half a whole rest or equal in duration to two beats in common time	0.73	8	8	YES
wn:06693655n	bn:00042676n	n	hallelujah	a shout or song of praise to God	0.188	10	8	YES
wn:03715669n	bn:00042732n	n	mallet, hammer	a light drumstick with a rounded head that is used to strike such percussion instruments as chimes, kettledrums, marimbas, glockenspiels, etc.	0.5	13	9	YES
wn:11026597n	bn:00042742n	n	Hammerstein, Oscar_Hammerstein, Oscar_Hammerstein_II	United States lyricist who collaborated on many musical comedies (most successfully with Richard Rodgers) (1895-1960)	0.299	11	7	YES
wn:11027127n	bn:00042751n	n	Hampton, Lionel_Hampton	United States musician who was the first to use the vibraphone as a jazz instrument (1913-2002)	0.55	12	8	YES
wn:06692238n	bn:00042768n	n	hand	a round of applause to signify approval	1.0	6	6	YES
wn:06692369n	bn:00042802n	n	handclap	a clap of the hands to indicate approval	0.783	6	6	YES
wn:07278510n	bn:00042806n	n	Handel	the music of Handel	1.0	1	5	NO
wn:11027885n	bn:00042842n	n	Handy, W._C._Handy, William_Christopher_Handy	United States blues musician who transcribed and published traditional blues music (1873-1958)	0.397	12	8	NO
wn:11390364n	bn:00042871n	n	Williams, Hank_Williams, Hiram_Williams, Hiram_King_Williams	United States country singer and songwriter (1923-1953)	0.488	12	8	NO
wn:07035061n	bn:00042991n	n	Hare_Krishna	a chant to the Hindu god Krishna	0.333	5	8	YES
wn:04988078n	bn:00043016n	n	harmonic	any of a series of musical tones whose frequencies are integral multiples of the frequency of a fundamental	0.376	8	6	YES
wn:07027458n	bn:00043024n	n	harmonization, harmonisation	a piece of harmonized music	0.92	2	6	YES
wn:01253778n	bn:00043025n	n	harmonization, harmonisation	singing in harmony	1.0	11	9	YES
wn:10160624n	bn:00043026n	n	harmonizer, harmoniser	a musician who sings or plays in harmony	1.0	11	7	YES
wn:03494537n	bn:00043028n	n	harmonium, organ, reed_organ	a free-reed instrument in which air is forced through the reeds by bellows	0.529	14	10	YES
wn:07027180n	bn:00043029n	n	harmony, musical_harmony	the structure of music with respect to the composition and progression of chords	0.597	1	5	YES
wn:03495258n	bn:00043043n	n	harp	a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers	0.436	14	10	YES
wn:10160770n	bn:00043046n	n	harpist, harper	someone who plays the harp	0.44	11	7	YES
wn:10161047n	bn:00043054n	n	harpsichordist	someone who plays the harpsichord	0.632	11	7	YES
wn:11032541n	bn:00043083n	n	Hart, Lorenz_Hart, Lorenz_Milton_Hart	United States lyricist who collaborated with Richard Rodgers (1895-1943)	0.443	11	7	NO
wn:03838899n	bn:00043159n	n	oboe, hautboy, hautbois	a slender double-reed instrument; a woodwind with a conical bore and a double-reed mouthpiece	0.602	16	12	YES
wn:03499907n	bn:00043181n	n	Hawaiian_guitar, steel_guitar	guitar whose steel strings are twanged while being pressed with a movable steel bar for a glissando effect	0.663	14	10	YES
wn:07278582n	bn:00043211n	n	Haydn	the music of Haydn	1.0	1	5	NO
wn:05127150n	bn:00043294n	n	head_register, head_voice, head_tone	the higher ranges of the voice in speaking or singing; the vibrations of sung notes are felt in the head	0.218	9	7	YES
wn:07065149n	bn:00043479n	n	heavy_metal, heavy_metal_music	loud and harsh sounding rock music with a strong beat; lyrics usually involve violent or fantastic imagery	0.744	4	7	YES
wn:11366548n	bn:00043565n	n	Villa-Lobos, Heitor_Villa-Lobos	Brazilian composer (1887-1959)	0.44	12	8	NO
wn:11348047n	bn:00043572n	n	Traubel, Helen_Traubel	United States operatic soprano (1903-1972)	1.0	13	9	NO
wn:11040024n	bn:00043692n	n	Hendrix, Jimi_Hendrix, James_Marshall_Hendrix	United States guitarist whose innovative style with electric guitars influenced the development of rock music (1942-1970)	0.619	12	8	NO
wn:11248599n	bn:00043731n	n	Purcell, Henry_Purcell	English organist at Westminster Abbey and composer of many theatrical pieces (1659-1695)	0.435	12	8	NO
wn:11044629n	bn:00043789n	n	Herbert, Victor_Herbert	United States musician and composer and conductor noted for his comic operas (1859-1924)	0.621	11	7	NO
wn:11044939n	bn:00043828n	n	Herman, Woody_Herman, Woodrow_Charles_Herman	United States jazz musician and bandleader (1913-1987)	0.661	12	8	NO
wn:03517760n	bn:00043977n	n	hi-fi, high_fidelity_sound_system	equipment for the reproduction of sound with high fidelity	0.5	13	9	YES
wn:00950858n	bn:00044092n	n	high_technology, high_tech	highly advanced technological development (especially in electronics)	0.01	11	9	NO
wn:00538791n	bn:00044117n	n	highland_fling	a vigorous Scottish reel	1.0	15	13	YES
wn:07062315n	bn:00044145n	n	hillbilly_music	country music originating in mountainous regions of southern United States	0.649	5	8	YES
wn:11050870n	bn:00044172n	n	Hindemith, Paul_Hindemith	German neoclassical composer and conductor who believed that music should have a social purpose (1895-1963)	0.552	12	8	NO
wn:07064055n	bn:00044202n	n	rap, rap_music, hip-hop	genre of African-American music of the 1980s and 1990s in which rhyming lyrics are chanted to a musical accompaniment; several forms of rap have emerged	0.679	3	6	YES
wn:07031144n	bn:00044604n	n	homophony	part music with one dominant voice (in a homophonic style)	0.769	2	6	YES
wn:10291580n	bn:00044610n	n	manikin, mannikin, homunculus	a person who is very small but who is not otherwise deformed or abnormal	0.429	9	5	NO
wn:05127782n	bn:00044763n	n	horizon, view, purview	the range of interest or activity that can be anticipated	0.333	9	7	NO
wn:11060688n	bn:00044788n	n	Horne, Marilyn_Horne	United States operatic mezzo-soprano (born 1934)	0.602	14	10	NO
wn:10185483n	bn:00044801n	n	hornist	a musician who plays a horn (especially a French horn)	1.0	11	7	YES
wn:07055720n	bn:00044803n	n	hornpipe	music for dancing the hornpipe	0.566	2	6	YES
wn:11060937n	bn:00044814n	n	Horowitz, Vladimir_Horowitz	Russian concert pianist who was a leading international virtuoso (1904-1989)	0.527	12	8	NO
wn:07122639n	bn:00044886n	n	hosanna	a cry of praise or adoration (to God)	0.233	4	6	YES
wn:10187710n	bn:00044934n	n	hotdog, hot_dog	someone who performs dangerous stunts to attract attention to himself	0.333	12	8	NO
wn:07063775n	bn:00044937n	n	hot_jazz	jazz that is emotionally charged and intense and marked by strong rhythms and improvisation	0.724	4	7	YES
wn:07385367n	bn:00045076n	n	howl	a loud sustained noise resembling the cry of a hound	0.25	9	7	YES
wn:11123262n	bn:00045116n	n	Ledbetter, Huddie_Leadbetter, Leadbelly	United States folk singer and composer (1885-1949)	0.549	12	8	NO
wn:11394398n	bn:00045139n	n	Wolf, Hugo_Wolf	Austrian composer (1860-1903)	0.527	12	8	NO
wn:07385803n	bn:00045151n	n	hum, humming	a humming noise	0.414	9	7	YES
wn:10191802n	bn:00045195n	n	hummer	a singer who produces a tune without opening the lips or forming words	0.6	12	8	YES
wn:01253944n	bn:00045196n	n	humming	the act of singing with closed lips	1.0	11	9	YES
wn:11067745n	bn:00045280n	n	Hurok, Sol_Hurok, Solomon_Hurok	United States impresario who was born in Russia (1888-1974)	0.406	14	10	NO
wn:04982478n	bn:00045291n	n	hush, stillness, still	(poetic) tranquil silence	0.6	8	6	YES
wn:13284442n	bn:00045292n	n	hush_money	a bribe paid to someone to insure that something is kept secret	0.5	11	9	NO
wn:01255549n	bn:00045466n	n	psalmody, hymnody	the act of singing psalms or hymns	0.189	11	9	YES
wn:06656274n	bn:00045635n	n	hypothetical_imperative	a principle stating the action required to attain a desired goal	0.0	7	7	NO
wn:11070531n	bn:00045694n	n	Ibert, Jacques_Francois_Antoine_Ibert	French composer (1890-1962)	0.393	12	8	NO
wn:07029247n	bn:00045803n	n	theme, melodic_theme, musical_theme, idea	(music) melodic subject of a musical composition	0.782	2	6	YES
wn:05762998n	bn:00045818n	n	recognition, identification	the process of recognizing something or someone by remembering	0.827	9	7	NO
wn:05763412n	bn:00045825n	n	identity	the individual characteristics by which a thing or person is recognized or known	0.25	10	8	NO
wn:07043824n	bn:00045863n	n	pastorale, pastoral, idyll, idyl	a musical composition that evokes rural life	0.818	2	6	YES
wn:11070855n	bn:00045873n	n	Iglesias, Julio_Iglesias	Spanish singer noted for his ballads and love songs (born in 1943)	0.377	12	8	NO
wn:11321841n	bn:00045895n	n	Stravinsky, Igor_Stravinsky, Igor_Fyodorovich_Stravinsky	composer who was born in Russia but lived in the United States after 1939 (1882-1971)	0.455	12	8	NO
wn:07239788n	bn:00046185n	n	impromptu	an extemporaneous speech or remark	0.0	9	7	NO
wn:07239927n	bn:00046186n	n	impromptu	a short musical passage that seems to have been made spontaneously without advance preparation	0.333	3	7	YES
wn:07240077n	bn:00046246n	n	inaugural_address, inaugural	an address delivered at an inaugural ceremony (especially by a United States president)	0.0	9	7	NO
wn:13978033n	bn:00046283n	n	incident	a public disturbance	0.5	8	6	NO
wn:07281375n	bn:00046286n	n	incidental_music	music composed to accompany the action of a drama or to fill intervals between scenes	0.541	2	6	YES
wn:06396812n	bn:00046884n	n	insert	a folded section placed between the leaves of another publication	0.5	2	6	NO
wn:07038767n	bn:00046972n	n	instrumental_music	music intended to be performed by a musical instrument or group of instruments	1.0	1	5	YES
wn:00544731n	bn:00046973n	n	instrumental_music	music produced by playing a musical instrument	0.822	9	7	YES
wn:10340312n	bn:00046975n	n	musician, instrumentalist, player	someone who plays a musical instrument (as a profession)	0.616	10	6	YES
wn:07038910n	bn:00046980n	n	instrumentation	the instruments called for in a musical score or arrangement for a band or orchestra	0.8	3	7	YES
wn:00939818n	bn:00046981n	n	orchestration, instrumentation	the act of arranging a piece of music for an orchestra and assigning parts to the different musical instruments	0.762	12	10	YES
wn:07040292n	bn:00047125n	n	intermezzo	a short movement coming between the major sections of a symphony	1.0	3	7	YES
wn:07039620n	bn:00047126n	n	intermezzo	a short piece of instrumental music composed for performance between acts of a drama or opera	0.66	2	6	YES
wn:07036768n	bn:00047165n	n	Internationale	a revolutionary socialist anthem	0.18	5	8	NO
wn:05126611n	bn:00047168n	n	internationality, internationalism	quality of being international in scope	1.0	9	7	NO
wn:01254978n	bn:00047255n	n	intonation	singing by a soloist of the opening piece of plainsong	1.0	11	9	YES
wn:07045245n	bn:00047288n	n	intro	a brief introductory passage to a piece of popular music	0.717	3	7	YES
wn:07040413n	bn:00047292n	n	introit	a composition of vocal music that is appropriate for opening church services	0.113	2	6	YES
wn:07030174n	bn:00047344n	n	inversion	(counterpoint) a variation of a melody or part in which ascending intervals are replaced by descending intervals and vice versa	0.762	4	8	YES
wn:03584254n	bn:00047435n	n	iPod	(trademark) a pocket-sized device used to play music files	0.667	14	10	YES
wn:03586448n	bn:00047509n	n	iron_maiden	instrument of torture consisting of a hollow iron frame shaped like the human body and lined with spikes to impale the victim	0.02	14	10	NO
wn:11316828n	bn:00047581n	n	Stern, Isaac_Stern	United States concert violinist (born in Russia in 1920)	0.487	12	8	NO
wn:11076965n	bn:00047836n	n	Jackson, Michael_Jackson, Michael_Joe_Jackson	United States singer who began singing with his four brothers and later became a highly successful star during the 1980s (born in 1958)	0.405	12	8	NO
